source,sheet,ID,المجال,المهارة,وصف المعيار,Assessment Question,Expected Development,Importance,Reference,معرف النشاط,اسم النشاط,العمر,المهارة المستهدفة,الهدف,وصف النشاط,الأدوات,المدة,التكرار,مستوى الصعوبة,تعليمات لولي الأمر,النتيجة المتوقعة,المرجع,معرف القاعدة,شرط التقييم,مستوى الشدة,توصية الذكاء الاصطناعي,الأنشطة المقترحة,المتابعة,الإحالة إلى أخصائي,الحقل,القيمة / الوصف,اليوم,رقم النشاط,تم التنفيذ,رقم القالب,الحالة,النص,معرف السؤال,السؤال,نوع الإجابة,الدرجة (نعم),الدرجة (لا),مرتبط بالمعيار,مرتبط بقاعدة القرار,ملاحظات
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A061,اشرح الخطوات,4.0,التسلسل اللفظي,وصف خطوات مهمة,يشرح الطفل خطوات غسل اليدين أو إعداد وجبة بسيطة.,صور أو أدوات,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع استخدام أولًا ثم أخيرًا.,تحسن التسلسل,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A062,ماذا سيحدث؟,4.0,التنبؤ,التعبير الاستنتاجي,اعرض بداية موقف واطلب من الطفل توقع ما سيحدث.,صور,10 دقائق,3 مرات أسبوعيًا,متوسط,ناقش أكثر من احتمال.,تنمية التفكير واللغة,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A063,حوار اليوم,4.0,المحادثة,تنمية الحوار المتبادل,يتبادل الطفل الحديث مع أحد الوالدين حول أحداث يومه.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,اطرح أسئلة مفتوحة وشجع الطفل على التوسع.,تحسن مهارات الحوار,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A064,لعبة التعاون,4.0,التعاون,تعزيز العمل الجماعي,يبني الطفل نموذجًا بالمكعبات مع شخص آخر.,مكعبات,15 دقيقة,3 مرات أسبوعيًا,متوسط,وزع الأدوار بين المشاركين.,زيادة التعاون,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A065,ماذا يشعر؟,4.0,فهم المشاعر,تمييز مشاعر الآخرين,اعرض صورًا لأشخاص واطلب من الطفل تحديد شعورهم وسببه.,بطاقات مشاعر,10 دقائق,3 مرات أسبوعيًا,متوسط,ناقش أسباب المشاعر.,تحسن التعاطف,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A066,حل المشكلة,4.0,حل المشكلات,استخدام اللغة لحل الخلافات,اعرض موقفًا اجتماعيًا واطلب من الطفل اقتراح حل.,بطاقات مواقف,10 دقائق,3 مرات أسبوعيًا,متوسط,شجع أكثر من حل.,تحسن التفكير الاجتماعي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A067,لعب الأدوار,4.0,اللعب التخيلي,تنمية التواصل,يمثل الطفل دور المعلم أو الطبيب مع شخص آخر.,ألعاب تمثيلية,15 دقيقة,3 مرات أسبوعيًا,متوسط,شارك الطفل في الحوار.,تحسن التواصل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A068,اسأل صديقك,4.0,طرح الأسئلة,تنمية المبادرة الاجتماعية,يشجع الطفل على طرح أسئلة على أحد أفراد الأسرة أو صديق.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,علمه انتظار الإجابة.,زيادة المبادرة الاجتماعية,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A069,قلها بوضوح,4.0,وضوح النطق,تحسين وضوح نطق الكلمات,ينطق الطفل كلمات وجمل قصيرة مع التركيز على مخارج الحروف.,بطاقات كلمات,10 دقائق,4 مرات أسبوعيًا,متوسط,تحدث ببطء وامنح الطفل وقتًا للتكرار.,زيادة وضوح النطق,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A070,المرآة والشفاه,4.0,مخارج الحروف,مراقبة حركة أعضاء النطق,يقلد الطفل حركات الشفاه واللسان أمام المرآة.,مرآة,10 دقائق,4 مرات أسبوعيًا,سهل,اجعل الحركات واضحة وبطيئة.,تحسن مخارج الحروف,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A071,كرر الجملة الطويلة,4.0,وضوح الكلام,تحسين نطق الجمل,يكرر الطفل جملًا من 5–7 كلمات.,بطاقات جمل,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بجمل قصيرة ثم زد طولها.,تحسن وضوح الجمل,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A072,اسمع وميز,4.0,التمييز السمعي,تمييز الأصوات المتقاربة,يستمع الطفل لأزواج كلمات متشابهة ويميز بينها.,تسجيلات أو بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,استخدم كلمات مألوفة.,تحسن التمييز السمعي,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A073,قصة بصوت واضح,4.0,الطلاقة,التحدث بطلاقة,يسرد الطفل قصة قصيرة مع الحفاظ على وضوح صوته.,كتاب مصور,15 دقيقة,3 مرات أسبوعيًا,متوسط,لا تقاطعه أثناء السرد.,تحسن الطلاقة,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A074,لعبة الأصوات,4.0,إنتاج الأصوات,التدرب على الأصوات الصعبة,يتدرب الطفل على أصوات مستهدفة داخل كلمات بسيطة.,بطاقات أصوات,10 دقائق,4 مرات أسبوعيًا,متوسط,ركز على صوت واحد في كل جلسة.,تحسن إنتاج الأصوات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A075,تحدث أثناء اللعب,4.0,استخدام الكلام,دمج الكلام أثناء اللعب,يشجع الطفل على وصف ما يفعله أثناء اللعب الحر.,ألعاب متنوعة,15 دقيقة,يوميًا,سهل,وسع جمل الطفل بإضافة مفردات جديدة.,زيادة استخدام الكلام,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A076,نفذ المهمة,5.0,اتباع التعليمات,تنفيذ تعليمات متعددة الخطوات,اطلب من الطفل تنفيذ 3-4 تعليمات متتابعة.,أدوات منزلية,10 دقائق,4 مرات أسبوعيًا,متوسط,زد تعقيد التعليمات تدريجيًا.,تحسن تنفيذ التعليمات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A077,استمع للقصة,5.0,الاستيعاب,فهم القصص,اقرأ قصة ثم اطرح أسئلة عن الشخصيات والأحداث.,كتاب قصص,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع الطفل على تبرير إجاباته.,تحسن الاستيعاب,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A078,لماذا حدث؟,5.0,الاستنتاج,فهم السبب والنتيجة,اعرض موقفًا واطلب تفسير السبب.,بطاقات مواقف,10 دقائق,3 مرات أسبوعيًا,متوسط,ناقش أكثر من احتمال.,تحسن التفكير,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A079,صنفها,5.0,التصنيف,تصنيف متعدد الخصائص,يصنف الطفل الأشياء حسب اللون والشكل.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بخاصية واحدة ثم اثنتين.,تحسن التصنيف,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A080,اتبع الخريطة,5.0,مفاهيم المكان,اتباع الاتجاهات,يتبع الطفل تعليمات للوصول إلى هدف داخل الغرفة.,بطاقات اتجاه,10 دقائق,3 مرات أسبوعيًا,متوسط,استخدم كلمات أمام وخلف ويمين ويسار.,تحسن فهم الاتجاهات,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A081,اسمع واستنتج,5.0,الاستنتاج,فهم النصوص,استمع لنص قصير واستنتج معلومة غير مذكورة مباشرة.,قصة قصيرة,15 دقيقة,3 مرات أسبوعيًا,متوسط,اطرح أسئلة مفتوحة.,تحسن الاستنتاج,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A082,احكِ قصة كاملة,5.0,السرد,تنمية السرد المنظم,يستخدم الطفل سلسلة صور لسرد قصة ببداية ووسط ونهاية.,صور متسلسلة,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع استخدام كلمات الربط مثل أولاً ثم وأخيرًا.,تحسن السرد,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A083,اشرح السبب,5.0,التعبير عن الرأي,تقديم أسباب منطقية,اسأل الطفل لماذا اختار شيئًا معينًا واطلب منه التبرير.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,اقبل أكثر من إجابة منطقية.,تحسن التبرير,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A084,صف المشهد,5.0,الوصف,وصف التفاصيل,اعرض صورة مليئة بالتفاصيل واطلب وصفها.,صور,10 دقائق,4 مرات أسبوعيًا,متوسط,شجع استخدام الصفات.,زيادة المفردات,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A085,اشرح الخطوات,5.0,التسلسل,وصف خطوات نشاط,يشرح الطفل خطوات إعداد نشاط بسيط.,أدوات منزلية,15 دقيقة,3 مرات أسبوعيًا,متوسط,ساعده باستخدام كلمات الترتيب.,تحسن التسلسل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A086,ماذا سيحدث بعد ذلك؟,5.0,التنبؤ,التعبير الاستنتاجي,اعرض بداية قصة واطلب توقع النهاية.,كتاب أو صور,10 دقائق,3 مرات أسبوعيًا,متوسط,ناقش جميع التوقعات.,تنمية التفكير,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A087,مقابلة قصيرة,5.0,المحادثة,الإجابة بجمل كاملة,أجرِ مقابلة قصيرة مع الطفل حول اهتماماته.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,استخدم أسئلة مفتوحة.,تحسن التعبير,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A088,ناقش الشعور,5.0,التعبير عن المشاعر,التعبير عن المشاعر وأسبابها,اعرض مواقف اجتماعية واطلب من الطفل وصف شعوره وسبب ذلك.,بطاقات مواقف,10 دقائق,3 مرات أسبوعيًا,متوسط,شجع الطفل على استخدام جمل كاملة.,تحسن التعبير الاجتماعي,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A089,حل المشكلة معًا,5.0,حل المشكلات,اقتراح حلول اجتماعية,اعرض موقف خلاف بين طفلين واطلب من الطفل اقتراح حل.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,ناقش أكثر من حل ممكن.,تحسن التفكير الاجتماعي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A090,لعبة الحوار,5.0,المحادثة,المحافظة على الحوار,يتبادل الطفل الحديث حول موضوع يختاره لمدة دقيقتين.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,متوسط,استخدم أسئلة مفتوحة.,تحسن مهارات الحوار,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A091,العمل الجماعي,5.0,التعاون,تعزيز العمل الجماعي,ينجز الطفل مشروعًا بسيطًا مع أحد أفراد الأسرة.,أدوات أشغال,20 دقيقة,مرتان أسبوعيًا,متوسط,وزع الأدوار بالتساوي.,زيادة التعاون,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A092,لعب الأدوار المتقدم,5.0,اللعب التخيلي,تنمية التواصل,يمثل الطفل مواقف مثل زيارة الطبيب أو التسوق.,ألعاب تمثيلية,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع الحوار الطبيعي.,تحسن التواصل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A093,قدّم نفسك,5.0,المبادرة الاجتماعية,بناء الثقة,يتدرب الطفل على التعريف بنفسه واهتماماته.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,شجعه على التواصل البصري.,زيادة الثقة الاجتماعية,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A094,تحدث بوضوح,5.0,وضوح النطق,تحسين وضوح نطق الكلمات,يتدرب الطفل على نطق كلمات وجمل تحتوي على الأصوات المستهدفة.,بطاقات كلمات,10 دقائق,4 مرات أسبوعيًا,متوسط,ركز على صوت واحد في كل جلسة.,زيادة وضوح النطق,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A095,اقرأ وكرر,5.0,وضوح الجمل,تحسين نطق الجمل,يقرأ ولي الأمر جملة قصيرة ويكررها الطفل بوضوح.,بطاقات جمل,10 دقائق,4 مرات أسبوعيًا,متوسط,شجع الطفل على التحدث ببطء.,تحسن وضوح الجمل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A096,المرآة الذكية,5.0,مخارج الحروف,تحسين حركة أعضاء النطق,يتدرب الطفل أمام المرآة على نطق الأصوات مع مراقبة حركة الفم.,مرآة,10 دقائق,3 مرات أسبوعيًا,سهل,اعرض النموذج أولًا.,تحسن مخارج الحروف,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A097,قصة بصوت معبر,5.0,الطلاقة,تنمية الطلاقة والتعبير,يسرد الطفل قصة مستخدمًا نبرة صوت مناسبة.,كتاب مصور,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع التنغيم والتوقفات الطبيعية.,تحسن الطلاقة,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A098,اسمع وميز الأصوات,5.0,التمييز السمعي,تمييز الأصوات المتشابهة,يستمع الطفل لكلمات متقاربة في النطق ويميز بينها.,تسجيلات أو بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,استخدم كلمات مألوفة.,تحسن التمييز السمعي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A099,حديث أمام العائلة,5.0,الثقة في الكلام,زيادة الثقة بالتحدث,يقدم الطفل وصفًا أو قصة قصيرة أمام أفراد الأسرة.,لا يوجد,10 دقائق,مرتان أسبوعيًا,متوسط,امتدح الجهد وليس الكمال.,زيادة الثقة والوضوح,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A100,مسرح الدمى,5.0,استخدام الكلام,استخدام اللغة بطلاقة أثناء اللعب,يستخدم الطفل الدمى لتمثيل حوار قصير مع تغيير الأصوات والنبرات.,دمى,15 دقيقة,3 مرات أسبوعيًا,سهل,شجع الإبداع والتعبير الحر.,زيادة استخدام الكلام بطلاقة,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,ASHA,R001,Score ≥ 85%,طبيعي,استمر في الأنشطة اليومية المناسبة للعمر مع متابعة دورية.,"A001,A002",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,ASHA,R002,Score 70–84%,تأخر بسيط,ركز على تحسين فهم التعليمات والمفردات باستخدام الأنشطة المناسبة.,"A001,A002,A003,A005",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,ASHA,R003,Score 50–69%,تأخر متوسط,نفذ برنامجًا منزليًا يوميًا مع التركيز على فهم اللغة.,"A001,A002,A003,A004,A005,A006",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,"ASHA, CDC",R004,Score < 50%,تأخر ملحوظ,ابدأ برنامجًا منزليًا مكثفًا ويوصى بمراجعة أخصائي تخاطب.,A001-A006,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,ASHA,R005,Score ≥ 85%,طبيعي,استمر في تشجيع الطفل على استخدام الكلمات والجمل اليومية.,"A007,A008",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,ASHA,R006,Score 70–84%,تأخر بسيط,ركز على زيادة المفردات والتعبير عن الاحتياجات.,"A007,A008,A009,A011",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,ASHA,R007,Score 50–69%,تأخر متوسط,نفذ أنشطة التعبير اللفظي يوميًا مع تعزيز إيجابي.,"A007,A008,A009,A010,A011,A012",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,"ASHA, CDC",R008,Score < 50%,تأخر ملحوظ,ابدأ برنامجًا منزليًا مكثفًا مع التوصية بتقييم أخصائي تخاطب.,A007-A012,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,ASHA,R009,Score ≥ 85%,طبيعي,استمر في الأنشطة الاجتماعية المناسبة للعمر.,"A013,A014",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,ASHA,R010,Score 70–84%,تأخر بسيط,شجع المشاركة واللعب التفاعلي يوميًا.,"A013,A014,A015,A016",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,CDC,R011,Score 50–69%,تأخر متوسط,زد فرص التفاعل الاجتماعي مع أفراد الأسرة.,"A013,A014,A015,A016,A017,A018",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,ASHA,R012,Score < 50%,تأخر ملحوظ,نفذ برنامجًا منزليًا مكثفًا مع مراجعة مختص إذا استمرت الصعوبات.,A013-A018,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,2.0,,,,,,,,,,ASHA,R013,Score ≥ 85%,طبيعي,استمر في أنشطة النطق اليومية.,"A019,A021",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,2.0,,,,,,,,,,ASHA,R014,Score 70–84%,تأخر بسيط,ركز على وضوح النطق وتمييز الأصوات.,"A019,A021,A022,A023",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,2.0,,,,,,,,,,ASHA,R015,Score 50–69%,تأخر متوسط,نفذ أنشطة النطق يوميًا مع متابعة التقدم.,"A019,A020,A021,A022,A023,A024,A025",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,2.0,,,,,,,,,,"ASHA, CDC",R016,Score < 50%,تأخر ملحوظ,يوصى ببرنامج منزلي مكثف مع إحالة لأخصائي تخاطب.,A019-A025,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,ASHA,R017,Score ≥ 85%,طبيعي,استمر في تنمية الفهم اللغوي من خلال القصص والأنشطة اليومية.,"A026,A027",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,ASHA,R018,Score 70–84%,تأخر بسيط,ركز على فهم التعليمات والتسلسل.,"A026,A027,A028,A031",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,ASHA,R019,Score 50–69%,تأخر متوسط,نفذ أنشطة الفهم والاستيعاب بشكل يومي.,"A026,A027,A028,A029,A030,A031",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,"ASHA, CDC",R020,Score < 50%,تأخر ملحوظ,برنامج منزلي مكثف مع التوصية بتقييم أخصائي.,A026-A031,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,ASHA,R021,Score ≥ 85%,طبيعي,استمر في تشجيع السرد والوصف.,"A032,A033",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,ASHA,R022,Score 70–84%,تأخر بسيط,زد فرص التعبير اللفظي باستخدام الصور.,"A032,A033,A034,A035",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,ASHA,R023,Score 50–69%,تأخر متوسط,نفذ أنشطة التعبير يوميًا مع التعزيز.,"A032,A033,A034,A035,A036,A037",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,"ASHA, CDC",R024,Score < 50%,تأخر ملحوظ,يوصى بخطة منزلية مكثفة وإحالة إذا استمرت الصعوبة.,A032-A037,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,ASHA,R025,Score ≥ 85%,طبيعي,استمر في تعزيز الحوار والتعاون.,"A038,A039",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,ASHA,R026,Score 70–84%,تأخر بسيط,ركز على المشاركة وفهم المشاعر.,"A038,A039,A040,A041",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,CDC,R027,Score 50–69%,تأخر متوسط,زد الأنشطة الاجتماعية اليومية.,"A038,A039,A040,A041,A042,A043",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,ASHA,R028,Score < 50%,تأخر ملحوظ,برنامج تفاعل اجتماعي مكثف مع متابعة مختص عند الحاجة.,A038-A043,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,3.0,,,,,,,,,,ASHA,R029,Score ≥ 85%,طبيعي,استمر في أنشطة النطق المناسبة.,"A044,A045",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,3.0,,,,,,,,,,ASHA,R030,Score 70–84%,تأخر بسيط,ركز على وضوح النطق والتمييز السمعي.,"A044,A045,A046,A047",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,3.0,,,,,,,,,,ASHA,R031,Score 50–69%,تأخر متوسط,نفذ أنشطة النطق بشكل يومي.,"A044,A045,A046,A047,A048,A049,A050",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,3.0,,,,,,,,,,"ASHA, CDC",R032,Score < 50%,تأخر ملحوظ,إحالة لأخصائي مع برنامج منزلي مكثف.,A044-A050,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,ASHA,R033,Score ≥ 85%,طبيعي,استمر في تنمية الفهم من خلال القصص والتعليمات متعددة الخطوات.,"A051,A052",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,ASHA,R034,Score 70–84%,تأخر بسيط,ركز على التسلسل، الوصف، والسبب والنتيجة.,"A051,A052,A053,A055",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,ASHA,R035,Score 50–69%,تأخر متوسط,نفذ أنشطة الفهم والاستيعاب بصورة يومية.,"A051,A052,A053,A054,A055,A056",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,"ASHA, CDC",R036,Score < 50%,تأخر ملحوظ,ابدأ برنامجًا منزليًا مكثفًا مع التوصية بمراجعة أخصائي.,A051-A056,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,ASHA,R037,Score ≥ 85%,طبيعي,استمر في تنمية السرد والوصف والتعبير.,"A057,A058",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
